"redshift","g.r","g.r_err","fracdeV","type"
0.0431,0.56,0.016,0.27,0
0.0711,0.343,0.02,0.19,0
0.0346,0.413,0.016,0.35,0
0.0422,0.486,0.03,0.01,0
0.0491,0.536,0.023,0.18,0
0.0666,0.52,0.017,0.02,0
0.0323,0.518,0.017,0.05,0
0.0412,0.488,0.016,0,0
0.0379,0.529,0.018,0,0
0.0502,0.56,0.027,0.24,0
0.0733,0.543,0.018,0.02,0
0.0705,0.538,0.047,0,0
0.0496,0.467,0.021,0.02,0
0.0741,0.606,0.02,0.04,0
0.0622,0.616,0.019,0.22,0
0.0618,0.485,0.021,0.23,0
0.0334,0.498,0.015,0.06,0
0.0799,0.554,0.019,0.05,0
0.0736,0.434,0.016,0.16,0
0.0631,0.39,0.024,0.17,0
0.0735,0.579,0.025,0.3,0
0.0498,0.583,0.016,0.19,0
0.0523,0.508,0.017,0.26,0
0.0314,0.54,0.018,0.19,0
0.0805,0.506,0.016,0.13,0
0.076,0.387,0.029,0.15,0
0.0571,0.543,0.02,0.15,0
0.0467,0.431,0.018,0.1,0
0.0708,0.458,0.017,0.18,0
0.0651,0.449,0.018,0.14,0
0.0791,0.366,0.016,0.2,0
0.0383,0.486,0.027,0.31,0
0.0383,0.46,0.016,0.14,0
0.0644,0.543,0.018,0.16,0
0.0673,0.389,0.019,0.08,0
0.0705,0.553,0.02,0,0
0.0653,0.43,0.025,0.23,0
0.075,0.484,0.027,0.32,0
0.0741,0.572,0.016,0.28,0
0.0727,0.549,0.026,0.36,0
0.0674,0.576,0.024,0.18,0
0.0684,0.474,0.019,0.16,0
0.0545,0.605,0.035,0.24,0
0.0537,0.315,0.02,0.02,0
0.0372,0.399,0.019,0.15,0
0.0663,0.475,0.021,0,0
0.0776,0.393,0.02,0.01,0
0.0791,0.553,0.022,0,0
0.0322,0.523,0.016,0.18,0
0.0743,0.43,0.022,0,0
0.0568,0.505,0.213,0.16,0
0.0745,0.592,0.018,0.38,0
0.0416,0.605,0.022,0.46,0
0.0719,0.635,0.016,0.47,0
0.0642,0.625,0.015,0.46,0
0.0728,0.409,0.024,0.13,0
0.0337,0.509,0.016,0,0
0.0653,0.498,0.019,0,0
0.0316,0.625,0.018,0.15,0
0.0414,0.544,0.018,0.23,0
0.0635,0.48,0.015,0.23,0
0.0335,0.539,0.015,0.04,0
0.0327,0.566,0.015,0.33,0
0.0368,0.377,0.03,0.32,0
0.0501,0.503,0.018,0,0
0.0682,0.617,0.018,0.36,0
0.0628,0.508,0.051,0.15,0
0.0356,0.608,0.018,0.14,0
0.074,0.411,0.032,0.22,0
0.0801,0.569,0.016,0.15,0
0.0793,0.562,0.019,0.47,0
0.0696,0.453,0.02,0.01,0
0.0701,0.565,0.018,0,0
0.0415,0.557,0.02,0,0
0.0699,0.564,0.027,0.28,0
0.0836,0.628,0.022,0.03,0
0.0846,0.507,0.023,0.03,0
0.0465,0.47,0.021,0.36,0
0.0547,0.489,0.016,0.11,0
0.0552,0.511,0.015,0.09,0
0.0795,0.429,0.119,0,0
0.0315,0.513,0.015,0.22,0
0.04,0.314,0.017,0.17,0
0.0706,0.611,0.018,0,0
0.0429,0.515,0.017,0.04,0
0.0507,0.484,0.016,0.25,0
0.049,0.454,0.019,0.24,0
0.0786,0.549,0.292,0.37,0
0.0454,0.501,0.016,0.07,0
0.0771,0.468,0.02,0,0
0.0583,0.262,0.17,0,0
0.0792,0.583,0.019,0.06,0
0.0602,0.579,0.023,0.38,0
0.0715,0.555,0.018,0.21,0
0.0334,0.577,0.015,0.01,0
0.0736,0.588,0.017,0,0
0.0836,0.612,0.019,0.36,0
0.0591,0.505,0.017,0,0
0.0775,0.557,0.019,0,0
0.0752,0.519,0.019,0.07,0
0.0419,0.467,0.016,0.04,0
0.055,0.413,0.025,0.12,0
0.0406,0.398,0.016,0.05,0
0.0369,0.519,0.023,0.07,0
0.0646,0.472,0.016,0.17,0
0.064,0.404,0.019,0.34,0
0.0752,0.457,0.029,0.03,0
0.0419,0.617,0.018,0.1,0
0.0784,0.552,0.02,0,0
0.0313,0.661,0.014,0.35,0
0.0764,0.544,0.017,0.24,0
0.0606,0.433,0.049,0.22,0
0.0683,0.455,0.022,0,0
0.0381,0.56,0.017,0.44,0
0.0741,0.512,0.022,0.03,0
0.0685,0.669,0.016,0.45,0
0.0365,0.529,0.022,0.03,0
0.0808,0.579,0.018,0.1,0
0.0411,0.592,0.016,0.01,0
0.0325,0.456,0.017,0.12,0
0.0691,0.515,0.028,0.19,0
0.0459,0.517,0.018,0.13,0
0.052,0.615,0.545,0.16,0
0.065,0.531,0.019,0.34,0
0.0409,0.541,0.023,0.03,0
0.0487,0.562,0.017,0,0
0.0825,0.636,0.025,0.36,0
0.0484,0.517,0.017,0.36,0
0.0776,0.419,0.015,0.29,0
0.0315,0.492,0.016,0.16,0
0.0688,0.612,0.016,0.16,0
0.0661,0.529,0.018,0.32,0
0.0404,0.574,0.015,0.15,0
0.0676,0.549,0.018,0.06,0
0.0592,0.595,0.017,0.18,0
0.0486,0.532,0.017,0,0
0.0589,0.619,0.022,0.29,0
0.0588,0.505,0.021,0.01,0
0.0318,0.607,0.016,0.3,0
0.0804,0.502,0.019,0.2,0
0.0701,0.592,0.02,0,0
0.0479,0.671,0.016,0.41,0
0.0685,0.388,0.019,0.26,0
0.076,0.321,0.032,0.36,0
0.0668,0.534,0.018,0.08,0
0.0731,0.411,0.016,0.01,0
0.0471,0.465,0.017,0.04,0
0.069,0.435,0.025,0.02,0
0.0439,0.603,0.016,0.1,0
0.0392,0.498,0.015,0.14,0
0.0707,0.584,0.016,0.35,0
0.0581,0.56,0.017,0.34,0
0.0434,0.603,0.017,0.02,0
0.0812,0.654,0.018,0.13,0
0.0836,0.455,0.027,0.03,0
0.0817,0.599,0.023,0.4,0
0.0765,0.562,0.017,0.4,0
0.0819,0.469,0.027,0.22,0
0.0671,0.384,0.025,0.09,0
0.0544,0.454,0.017,0,0
0.0843,0.498,0.023,0.31,0
0.0799,0.534,0.022,0.11,0
0.0464,0.545,0.019,0.04,0
0.0688,0.352,0.021,0.01,0
0.0687,0.581,0.015,0.18,0
0.0452,0.622,0.015,0.15,0
0.0459,0.481,0.02,0,0
0.0834,0.626,0.019,0.12,0
0.0506,0.631,0.018,0.35,0
0.0505,0.622,0.017,0.15,0
0.0372,0.55,0.018,0.42,0
0.0777,0.606,0.022,0.13,0
0.0312,0.519,0.016,0.06,0
0.0464,0.604,0.017,0,0
0.0769,0.585,0.018,0.48,0
0.0814,0.475,0.019,0.29,0
0.0786,0.471,0.016,0.15,0
0.0453,0.598,0.016,0.25,0
0.06,0.455,0.023,0.02,0
0.0566,0.361,0.021,0.45,0
0.0451,0.561,0.018,0.29,0
0.037,0.471,0.016,0,0
0.0455,0.515,0.015,0,0
0.0463,0.526,0.023,0.08,0
0.0787,0.612,0.017,0.14,0
0.0838,0.546,0.019,0.13,0
0.0738,0.409,0.02,0,0
0.0331,0.573,0.016,0,0
0.0727,0.483,0.021,0.43,0
0.0645,0.659,0.017,0.27,0
0.0828,0.522,0.023,0.05,0
0.0788,0.6,0.018,0.14,0
0.0351,0.604,0.049,0.25,0
0.0728,0.607,0.019,0.1,0
0.0453,0.511,0.02,0.21,0
0.0362,0.611,0.016,0.32,0
0.0381,0.544,0.015,0.05,0
0.0693,0.597,0.017,0.31,0
0.0832,0.488,0.025,0.03,0
0.0759,0.568,0.022,0.35,0
0.0388,0.599,0.014,0.35,0
0.0552,0.514,0.016,0,0
0.0469,0.386,0.084,0.3,0
0.0424,0.578,0.017,0.46,0
0.0523,0.557,0.02,0.06,0
0.0491,0.455,0.016,0.38,0
0.0544,0.523,0.023,0.08,0
0.0577,0.613,0.015,0.34,0
0.0644,0.46,0.02,0.39,0
0.0731,0.563,0.016,0.37,0
0.0733,0.62,0.015,0.22,0
0.0475,0.65,0.017,0.49,0
0.0681,0.612,0.018,0.42,0
0.0586,0.468,0.018,0.26,0
0.0618,0.461,0.022,0.04,0
0.0337,0.577,0.014,0.41,0
0.0715,0.435,0.026,0.36,0
0.0677,0.627,0.017,0.41,0
0.043,0.632,0.018,0,0
0.0767,0.539,0.016,0.23,0
0.0439,0.529,0.015,0.13,0
0.0535,0.403,0.021,0.22,0
0.0454,0.472,0.016,0.16,0
0.0513,0.555,0.026,0.45,0
0.0426,0.654,0.017,0.19,0
0.0445,0.485,0.02,0.26,0
0.0513,0.495,0.016,0,0
0.0554,0.533,0.015,0,0
0.0578,0.476,0.017,0.13,0
0.0643,0.555,0.018,0.07,0
0.0646,0.535,0.018,0.25,0
0.0609,0.363,0.021,0.06,0
0.0358,0.442,0.021,0.01,0
0.0455,0.595,0.021,0.1,0
0.0527,0.425,0.018,0,0
0.0617,0.656,0.179,0.3,0
0.0326,0.548,0.017,0.25,0
0.0704,0.482,0.022,0,0
0.0719,0.619,0.017,0.2,0
0.0825,0.48,0.019,0.26,0
0.0447,0.624,0.061,0,0
0.048,0.504,0.018,0.12,0
0.0756,0.436,0.02,0.47,0
0.0524,0.487,0.019,0,0
0.0325,0.547,0.015,0.48,0
0.0452,0.39,0.018,0.23,0
0.083,0.566,0.016,0.21,0
0.0557,0.451,0.022,0.17,0
0.0375,0.54,0.015,0.02,0
0.0431,0.589,0.016,0.47,0
0.0631,0.503,0.02,0.03,0
0.0338,0.416,0.018,0,0
0.0481,0.572,0.017,0.2,0
0.0425,0.494,0.016,0.14,0
0.0621,0.53,0.018,0.25,0
0.0555,0.554,0.017,0.05,0
0.037,0.496,0.018,0.12,0
0.0737,0.676,0.016,0.47,0
0.06,0.662,0.016,0.37,0
0.0454,0.454,0.017,0.16,0
0.0652,0.521,0.018,0.43,0
0.0315,0.615,0.015,0.36,0
0.0768,0.659,0.097,0.27,0
0.0608,0.54,0.02,0.37,0
0.0556,0.519,0.015,0.14,0
0.0464,0.513,0.018,0,0
0.0442,0.534,0.017,0.03,0
0.0681,0.591,0.023,0,0
0.0607,0.589,0.016,0,0
0.0478,0.494,0.018,0.14,0
0.0571,0.511,0.018,0,0
0.0368,0.472,0.016,0.28,0
0.0696,0.515,0.017,0,0
0.0717,0.57,0.018,0,0
0.0426,0.41,0.017,0.06,0
0.0593,0.593,0.017,0,0
0.0303,0.44,0.017,0.17,0
0.0322,0.494,0.023,0.25,0
0.0333,0.397,0.019,0,0
0.0464,0.536,0.08,0.15,0
0.0848,0.504,0.023,0,0
0.0373,0.515,0.019,0.27,0
0.0698,0.55,0.017,0.08,0
0.0836,0.617,0.017,0.2,0
0.0819,0.554,0.016,0.03,0
0.0333,0.521,0.016,0,0
0.0596,0.416,0.018,0.21,0
0.0519,0.577,0.02,0,0
0.0737,0.416,0.017,0,0
0.0528,0.618,0.016,0.38,0
0.0482,0.629,0.016,0.08,0
0.0688,0.644,0.021,0.15,0
0.0628,0.633,0.018,0.45,0
0.0634,0.567,0.017,0.13,0
0.0472,0.482,0.017,0.05,0
0.0585,0.454,0.016,0.18,0
0.0747,0.617,0.016,0.29,0
0.0472,0.597,0.016,0.11,0
0.0529,0.6,0.016,0.22,0
0.0581,0.599,0.017,0.11,0
0.0508,0.425,0.016,0,0
0.0646,0.396,0.074,0.19,0
0.0714,0.543,0.019,0.09,0
0.0666,0.416,0.019,0,0
0.0387,0.613,0.016,0.4,0
0.0728,0.537,0.019,0,0
0.0461,0.614,0.015,0.31,0
0.0637,0.567,0.023,0.14,0
0.0772,0.426,0.49,0.06,0
0.0449,0.462,0.015,0.42,0
0.0718,0.519,0.02,0.11,0
0.0466,0.521,0.016,0,0
0.0659,0.607,0.018,0.27,0
0.0626,0.46,0.018,0,0
0.0511,0.458,0.033,0.14,0
0.0811,0.629,0.019,0.1,0
0.0458,0.608,0.016,0.25,0
0.0647,0.638,0.017,0.28,0
0.0437,0.54,0.017,0.18,0
0.0377,0.435,0.017,0.23,0
0.0511,0.509,0.058,0.02,0
0.0515,0.497,0.016,0.27,0
0.0663,0.588,0.017,0.04,0
0.069,0.373,0.018,0.35,0
0.0547,0.583,0.017,0.11,0
0.0504,0.579,0.015,0.17,0
0.0451,0.42,0.019,0.22,0
0.0722,0.532,0.017,0.34,0
0.0793,0.48,0.02,0.02,0
0.0622,0.493,0.018,0,0
0.0408,0.589,0.016,0.15,0
0.0646,0.495,0.02,0.03,0
0.0309,0.568,0.033,0.27,0
0.0609,0.595,0.015,0.08,0
0.049,0.488,0.022,0,0
0.0464,0.576,0.016,0,0
0.0544,0.523,0.017,0.32,0
0.0503,0.654,0.015,0.37,0
0.0587,0.599,0.016,0.09,0
0.0489,0.465,0.017,0.24,0
0.0608,0.584,0.016,0.27,0
0.0327,0.488,0.016,0.23,0
0.0797,0.424,0.019,0.35,0
0.0523,0.491,0.016,0.11,0
0.0519,0.52,0.017,0.08,0
0.0587,0.562,0.019,0.04,0
0.0503,0.543,0.028,0,0
0.066,0.638,0.015,0.25,0
0.051,0.355,0.017,0.24,0
0.0313,0.629,0.016,0.2,0
0.0377,0.448,0.016,0.45,0
0.037,0.508,0.016,0.06,0
0.0303,0.63,0.015,0,0
0.0309,0.594,0.016,0.36,0
0.0592,0.574,0.017,0,0
0.0326,0.614,0.023,0,0
0.055,0.525,0.016,0.22,0
0.0538,0.432,0.018,0.12,0
0.0566,0.564,0.016,0.19,0
0.0463,0.65,0.018,0.45,0
0.0588,0.5,0.02,0.06,0
0.0742,0.468,0.02,0.05,0
0.0738,0.374,0.065,0.09,0
0.0656,0.494,0.019,0.12,0
0.0539,0.524,0.017,0,0
0.0646,0.52,0.074,0.01,0
0.0849,0.388,0.026,0.06,0
0.0319,0.55,0.016,0.03,0
0.0316,0.553,0.014,0.03,0
0.0632,0.476,0.022,0,0
0.031,0.455,0.019,0,0
0.0642,0.565,0.017,0,0
0.0623,0.55,0.017,0.14,0
0.0367,0.449,0.019,0.04,0
0.0432,0.545,0.017,0,0
0.0686,0.598,0.017,0.18,0
0.0608,0.353,0.02,0.11,0
0.0827,0.563,0.018,0.06,0
0.0487,0.423,0.018,0.1,0
0.0635,0.376,0.018,0.3,0
0.0637,0.504,0.016,0.26,0
0.0704,0.51,0.016,0.21,0
0.0592,0.584,0.023,0.26,0
0.0448,0.467,0.017,0,0
0.0482,0.492,0.255,0.04,0
0.0346,0.465,0.015,0.34,0
0.0568,0.346,0.021,0.22,0
0.0324,0.477,0.016,0,0
0.081,0.358,0.029,0,0
0.0495,0.57,0.015,0.41,0
0.0466,0.519,0.022,0.34,0
0.0817,0.398,0.025,0,0
0.0583,0.583,0.017,0.1,0
0.0828,0.561,0.02,0.05,0
0.068,0.568,0.018,0,0
0.0603,0.427,0.025,0.32,0
0.0635,0.547,0.016,0,0
0.0736,0.581,0.022,0.28,0
0.0322,0.616,0.019,0.19,0
0.0377,0.399,0.016,0.11,0
0.0315,0.54,0.016,0.27,0
0.0582,0.577,0.023,0,0
0.072,0.452,0.017,0.25,0
0.0319,0.507,0.016,0,0
0.064,0.543,0.115,0,0
0.0327,0.598,0.015,0.15,0
0.031,0.573,0.015,0.35,0
0.0689,0.586,0.016,0.42,0
0.0468,0.511,0.017,0.18,0
0.0627,0.55,0.019,0.01,0
0.0386,0.466,0.038,0,0
0.0783,0.6,0.015,0.39,0
0.0304,0.547,0.016,0.07,0
0.0561,0.542,0.018,0,0
0.0598,0.46,0.015,0.19,0
0.053,0.643,0.019,0.5,0
0.0653,0.289,0.025,0.43,0
0.0331,0.453,0.016,0.17,0
0.055,0.57,0.02,0.13,0
0.0342,0.563,0.022,0.06,0
0.0326,0.577,0.016,0,0
0.0613,0.511,0.022,0.36,0
0.0321,0.503,0.073,0.43,0
0.0509,0.62,0.016,0.33,0
0.0486,0.54,0.018,0.23,0
0.0392,0.424,0.016,0.26,0
0.0345,0.562,0.028,0,0
0.0662,0.602,0.019,0,0
0.039,0.574,0.079,0,0
0.0361,0.611,0.015,0.34,0
0.0324,0.491,0.016,0.45,0
0.0632,0.63,0.016,0.44,0
0.0555,0.592,0.017,0.23,0
0.0649,0.465,0.018,0.13,0
0.0746,0.507,0.024,0.23,0
0.0361,0.529,0.015,0.02,0
0.077,0.556,0.018,0,0
0.048,0.546,0.021,0.08,0
0.0622,0.55,0.018,0.11,0
0.0785,0.58,0.021,0,0
0.0491,0.554,0.017,0.25,0
0.0686,0.572,0.017,0.19,0
0.0813,0.501,0.031,0.42,0
0.0583,0.57,0.017,0.03,0
0.079,0.484,0.017,0,0
0.0325,0.565,0.015,0.25,0
0.0581,0.46,0.021,0,0
0.0715,0.545,0.02,0.14,0
0.0331,0.446,0.017,0.28,0
0.0366,0.565,0.015,0.1,0
0.0314,0.553,0.015,0.43,0
0.0632,0.501,0.024,0.23,0
0.0589,0.531,0.017,0,0
0.0776,0.523,0.019,0.1,0
0.0463,0.341,0.021,0.05,0
0.0366,0.536,0.016,0.05,0
0.0366,0.515,0.016,0.1,0
0.052,0.596,0.017,0.49,0
0.0333,0.591,0.015,0.03,0
0.0428,0.632,0.015,0.43,0
0.0737,0.573,0.019,0,0
0.0608,0.577,0.015,0.5,0
0.0633,0.592,0.018,0.03,0
0.0329,0.487,0.016,0,0
0.0388,0.414,0.018,0.13,0
0.0459,0.514,0.018,0.02,0
0.0375,0.436,0.02,0.06,0
0.0388,0.41,0.019,0.1,0
0.0359,0.576,0.015,0.08,0
0.0548,0.413,0.044,0.13,0
0.0409,0.574,0.057,0.1,0
0.0735,0.577,0.018,0.23,0
0.0481,0.393,0.018,0,0
0.0308,0.456,0.019,0.07,0
0.0306,0.491,0.015,0,0
0.0364,0.517,0.028,0.12,0
0.0773,0.533,0.019,0.37,0
0.0333,0.476,0.036,0.25,0
0.0316,0.599,0.015,0,0
0.0614,0.504,0.017,0.01,0
0.0618,0.355,0.03,0.06,0
0.0639,0.5,0.078,0,0
0.0773,0.359,0.016,0.28,0
0.0555,0.424,0.015,0.09,0
0.0509,0.498,0.019,0,0
0.0382,0.571,0.015,0.2,0
0.0644,0.348,0.017,0.05,0
0.059,0.609,0.016,0.5,0
0.0715,0.472,0.018,0.01,0
0.0749,0.461,0.024,0.25,0
0.0654,0.368,0.023,0.25,0
0.0582,0.594,0.016,0,0
0.0453,0.54,0.017,0.23,0
0.0615,0.557,0.019,0,0
0.051,0.518,0.02,0.15,0
0.0319,0.607,0.015,0.2,0
0.059,0.45,0.016,0.09,0
0.0422,0.49,0.018,0,0
0.0307,0.627,0.015,0.35,0
0.0704,0.59,0.021,0,0
0.0528,0.54,0.015,0.07,0
0.0644,0.614,0.018,0.05,0
0.0488,0.507,0.016,0.21,0
0.0458,0.506,0.019,0.01,0
0.0572,0.479,0.016,0.3,0
0.0313,0.57,0.016,0.15,0
0.0608,0.496,0.018,0.12,0
0.0453,0.533,0.019,0.27,0
0.0307,0.521,0.015,0.18,0
0.0715,0.551,0.016,0.2,0
0.0581,0.547,0.018,0.14,0
0.0716,0.504,0.021,0.05,0
0.0576,0.475,0.021,0,0
0.0592,0.495,0.023,0,0
0.0616,0.613,0.067,0.28,0
0.0612,0.661,0.016,0.4,0
0.0585,0.402,0.021,0.19,0
0.0616,0.399,0.066,0.05,0
0.0349,0.495,0.074,0.15,0
0.0512,0.41,0.015,0.43,0
0.0397,0.55,0.035,0.06,0
0.0349,0.424,0.018,0.1,0
0.0579,0.465,0.058,0.28,0
0.0549,0.435,0.2,0,0
0.0573,0.639,0.016,0.31,0
0.0652,0.519,0.018,0.33,0
0.0587,0.447,0.016,0.05,0
0.0366,0.537,0.017,0,0
0.0355,0.592,0.016,0.18,0
0.0328,0.56,0.015,0.18,0
0.0583,0.314,0.024,0.24,0
0.0443,0.525,0.018,0.39,0
0.0301,0.497,0.015,0.11,0
0.0559,0.54,0.078,0.48,0
0.054,0.441,0.023,0.04,0
0.0719,0.644,0.016,0.3,0
0.0529,0.568,0.089,0,0
0.0795,0.582,0.018,0,0
0.0354,0.607,0.019,0.41,0
0.0737,0.362,0.023,0.28,0
0.0564,0.58,0.018,0,0
0.0609,0.566,0.068,0,0
0.0345,0.497,0.018,0.24,0
0.0401,0.559,0.016,0,0
0.0549,0.446,0.018,0.35,0
0.0468,0.59,0.016,0,0
0.0784,0.557,0.022,0.33,0
0.0353,0.44,0.019,0.26,0
0.0713,0.358,0.023,0.19,0
0.0597,0.536,0.019,0.17,0
0.0545,0.431,0.019,0.25,0
0.0495,0.59,0.018,0.17,0
0.0737,0.521,0.019,0.13,0
0.0505,0.516,0.023,0.06,0
0.0322,0.613,0.015,0.39,0
0.0341,0.637,0.344,0.2,0
0.0799,0.526,0.022,0.09,0
0.0798,0.489,0.022,0.06,0
0.054,0.668,0.017,0.15,0
0.0738,0.541,0.018,0.09,0
0.0413,0.646,0.018,0.19,0
0.0317,0.467,0.015,0,0
0.0542,0.625,0.017,0.29,0
0.0326,0.429,0.017,0.15,0
0.0366,0.545,0.016,0,0
0.0574,0.456,0.021,0.32,0
0.0321,0.485,0.015,0.47,0
0.0714,0.634,0.017,0.47,0
0.0835,0.531,0.022,0,0
0.0332,0.501,0.019,0.06,0
0.0462,0.303,0.015,0.21,0
0.0371,0.504,0.063,0.2,0
0.0611,0.577,0.017,0.22,0
0.0528,0.459,0.018,0,0
0.0542,0.577,0.018,0.23,0
0.0848,0.625,0.017,0.11,0
0.0618,0.534,0.018,0.34,0
0.0613,0.594,0.018,0,0
0.0817,0.437,0.03,0,0
0.0755,0.45,0.02,0.03,0
0.0665,0.435,0.015,0.29,0
0.0605,0.483,0.016,0.09,0
0.0465,0.531,0.016,0,0
0.0622,0.563,0.016,0.21,0
0.0803,0.54,0.017,0.15,0
0.0824,0.62,0.016,0.32,0
0.0702,0.338,0.019,0.18,0
0.0556,0.547,0.017,0.09,0
0.0471,0.558,0.016,0.36,0
0.0562,0.489,0.017,0,0
0.0622,0.627,0.063,0.44,0
0.0473,0.493,0.017,0.08,0
0.0339,0.501,0.018,0.13,0
0.0772,0.398,0.039,0,0
0.0515,0.62,0.018,0.13,0
0.0506,0.428,0.024,0.47,0
0.0348,0.628,0.016,0.25,0
0.0812,0.485,0.022,0.12,0
0.0534,0.605,0.016,0.19,0
0.0757,0.452,0.017,0.31,0
0.0584,0.624,0.017,0.34,0
0.0571,0.619,0.018,0.04,0
0.0483,0.345,0.017,0.07,0
0.0489,0.595,0.015,0.42,0
0.0351,0.473,0.017,0.18,0
0.0575,0.557,0.016,0.02,0
0.0389,0.583,0.016,0,0
0.0479,0.433,0.209,0.09,0
0.054,0.61,0.016,0.01,0
0.048,0.425,0.022,0.21,0
0.0417,0.586,0.017,0,0
0.0505,0.573,0.017,0.09,0
0.0623,0.534,0.017,0.08,0
0.0639,0.432,0.025,0,0
0.0802,0.431,0.028,0,0
0.0572,0.442,0.019,0.02,0
0.0705,0.444,0.016,0,0
0.0694,0.501,0.017,0.02,0
0.0566,0.637,0.019,0.23,0
0.08,0.556,0.019,0.01,0
0.0758,0.442,0.021,0.07,0
0.0776,0.597,0.017,0.07,0
0.0639,0.455,0.019,0,0
0.0823,0.559,0.019,0.11,0
0.0339,0.545,0.015,0.12,0
0.0491,0.416,0.02,0.2,0
0.0329,0.574,0.019,0.38,0
0.0617,0.495,0.019,0.03,0
0.0301,0.515,0.015,0.09,0
0.0477,0.546,0.017,0.01,0
0.063,0.487,0.018,0,0
0.0491,0.543,0.016,0.06,0
0.0658,0.426,0.101,0,0
0.0825,0.626,0.025,0.38,0
0.0832,0.381,0.024,0.1,0
0.0754,0.471,0.017,0.04,0
0.0541,0.472,0.024,0.03,0
0.0363,0.342,0.015,0,0
0.0535,0.581,0.191,0,0
0.0518,0.424,0.018,0,0
0.0532,0.621,0.018,0.44,0
0.0314,0.624,0.015,0.25,0
0.0371,0.605,0.015,0.4,0
0.0562,0.487,0.02,0,0
0.0315,0.639,0.027,0.05,0
0.0309,0.398,0.208,0,0
0.0748,0.512,0.022,0.01,0
0.0788,0.562,0.02,0.01,0
0.0487,0.58,0.018,0,0
0.0789,0.636,0.017,0.05,0
0.0474,0.651,0.017,0.08,0
0.0366,0.536,0.016,0.24,0
0.0629,0.429,0.09,0.44,0
0.0442,0.368,0.02,0.17,0
0.0547,0.653,0.015,0.44,0
0.048,0.514,0.015,0.08,0
0.049,0.626,0.019,0.21,0
0.0544,0.553,0.017,0.14,0
0.0807,0.452,0.02,0.05,0
0.0487,0.528,0.017,0.36,0
0.0803,0.564,0.036,0.01,0
0.0449,0.622,0.016,0.27,0
0.0771,0.392,0.018,0.13,0
0.0416,0.458,0.016,0.44,0
0.0479,0.453,0.018,0,0
0.0626,0.504,0.018,0.01,0
0.047,0.422,1.748,0.24,0
0.0824,0.47,0.021,0.17,0
0.0531,0.572,0.015,0.14,0
0.0671,0.505,0.019,0.12,0
0.0528,0.497,0.018,0,0
0.0784,0.568,0.022,0,0
0.08,0.651,0.017,0.4,0
0.066,0.591,0.017,0,0
0.0304,0.4,0.018,0.13,0
0.0784,0.414,0.029,0.16,0
0.0301,0.586,0.015,0.04,0
0.0527,0.551,0.017,0.39,0
0.0305,0.524,0.016,0.2,0
0.0359,0.45,0.017,0.08,0
0.0821,0.598,0.055,0.07,0
0.0842,0.54,0.016,0.48,0
0.0308,0.581,0.015,0.07,0
0.08,0.626,0.026,0.28,0
0.0513,0.538,0.018,0,0
0.0613,0.537,0.022,0.36,0
0.073,0.382,0.026,0,0
0.0729,0.558,0.044,0,0
0.0302,0.607,0.018,0,0
0.0802,0.52,0.021,0.08,0
0.0537,0.655,0.016,0.29,0
0.0746,0.591,0.022,0.07,0
0.0532,0.555,0.018,0.06,0
0.0802,0.422,0.025,0.02,0
0.0814,0.599,0.019,0.24,0
0.0522,0.591,0.023,0.4,0
0.0679,0.583,0.018,0.17,0
0.0825,0.513,0.026,0.35,0
0.0529,0.492,0.017,0.19,0
0.0828,0.66,0.064,0.27,0
0.0338,0.344,0.025,0.13,0
0.0329,0.525,0.015,0.29,0
0.0491,0.572,0.017,0.06,0
0.0681,0.472,0.023,0,0
0.071,0.492,0.032,0.4,0
0.0716,0.534,0.527,0.13,0
0.0606,0.423,0.031,0.12,0
0.0512,0.595,0.015,0,0
0.0647,0.573,0.022,0.04,0
0.0344,0.568,0.016,0.01,0
0.0517,0.387,0.021,0.06,0
0.0467,0.625,0.019,0.1,0
0.0465,0.507,0.023,0,0
0.0511,0.373,0.018,0,0
0.0733,0.579,0.016,0.3,0
0.0363,0.535,0.526,0.08,0
0.065,0.628,0.018,0.27,0
0.078,0.512,0.027,0.18,0
0.0364,0.428,0.016,0,0
0.0657,0.343,0.028,0.14,0
0.0623,0.527,0.021,0,0
0.0604,0.515,0.018,0.24,0
0.0494,0.523,0.022,0,0
0.0636,0.591,0.018,0.25,0
0.0792,0.6,0.026,0,0
0.0638,0.482,0.029,0.45,0
0.0784,0.444,0.032,0.44,0
0.05,0.464,0.025,0.12,0
0.0644,0.393,0.027,0.03,0
0.0773,0.628,0.023,0.5,0
0.0604,0.553,0.021,0.3,0
0.0528,0.589,0.242,0.22,0
0.0626,0.334,0.018,0.21,0
0.0501,0.55,0.019,0,0
0.0613,0.623,0.016,0.14,0
0.0841,0.607,0.018,0,0
0.0794,0.413,0.028,0,0
0.0688,0.516,0.018,0.14,0
0.0553,0.478,0.036,0.03,0
0.0697,0.585,0.021,0.02,0
0.055,0.504,0.044,0.08,0
0.0661,0.442,0.023,0,0
0.0701,0.598,0.02,0.3,0
0.0518,0.619,0.077,0.07,0
0.0601,0.438,0.019,0.14,0
0.0506,0.448,0.019,0,0
0.0848,0.639,0.022,0.09,0
0.0842,0.678,0.02,0.48,0
0.0848,0.634,0.021,0.07,0
0.052,0.498,0.027,0,0
0.0602,0.474,0.019,0.02,0
0.0579,0.633,0.018,0.2,0
0.0596,0.529,0.022,0,0
0.0768,0.677,0.017,0.44,0
0.0846,0.552,0.023,0.23,0
